repository,file_path,extension,size_bytes,total_thrust,nvidia_apis,thrust_patterns
NVIDIA/nvbench,examples/exec_tag_timer.cu,.cu,2820,20,0,"{'thrust::': 7, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 7, 'device_vector\\s*<': 2}"
NVIDIA/nvbench,docs/benchmarks.md,.md,19331,15,0,"{'thrust::': 6, 'thrust\\s*::\\s*\\w+': 6, 'device_vector\\s*<': 3}"
NVIDIA/nvbench,examples/exec_tag_sync.cu,.cu,2245,13,0,"{'thrust::': 5, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 4, 'device_vector\\s*<': 1}"
NVIDIA/nvbench,examples/auto_throughput.cu,.cu,3001,11,0,"{'thrust::': 4, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 4, 'device_vector\\s*<': 2}"
NVIDIA/nvbench,examples/throughput.cu,.cu,2407,11,0,"{'thrust::': 4, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 4, 'device_vector\\s*<': 2}"
NVIDIA/nvbench,examples/stream.cu,.cu,2340,11,0,"{'thrust::': 4, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 4, 'device_vector\\s*<': 2}"
NVIDIA/nvbench,examples/custom_criterion.cu,.cu,2626,11,0,"{'thrust::': 4, '#include\\s*<thrust/': 1, 'thrust\\s*::\\s*\\w+': 4, 'device_vector\\s*<': 2}"
NVIDIA/nvbench,examples/skip.cu,.cu,4734,1,0,{'#include\\s*<thrust/': 1}
NVIDIA/retinanet-examples,csrc/cuda/decode.cu,.cu,7058,29,5,"{'thrust::': 11, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 11}"
NVIDIA/retinanet-examples,csrc/cuda/decode_rotate.cu,.cu,7420,29,5,"{'thrust::': 11, '#include\\s*<thrust/': 7, 'thrust\\s*::\\s*\\w+': 11}"
NVIDIA/retinanet-examples,csrc/cuda/nms_iou.cu,.cu,17452,20,1,"{'thrust::': 8, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 8}"
NVIDIA/retinanet-examples,csrc/cuda/nms.cu,.cu,6867,20,1,"{'thrust::': 8, '#include\\s*<thrust/': 4, 'thrust\\s*::\\s*\\w+': 8}"
NVIDIA/retinanet-examples,csrc/cuda/utils.h,.h,2170,1,0,{'#include\\s*<thrust/': 1}
NVIDIA/cuda-quantum,runtime/nvqir/custatevec/CuStateVecCircuitSimulator.cu,.cu,9206,56,0,"{'thrust::': 25, '#include\\s*<thrust/': 5, 'thrust\\s*::\\s*\\w+': 25, 'device_vector\\s*<': 1}"
NVIDIA/cuda-quantum,unittests/gpu/get_state_tester.cu,.cu,3288,15,0,"{'thrust::': 5, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 5, 'device_vector\\s*<': 1, 'host_vector\\s*<': 1}"
NVIDIA/cuda-quantum,runtime/nvqir/custatevec/CuStateVecState.h,.h,12336,5,0,{'#include\\s*<thrust/': 5}
NVIDIA/cuda-quantum,runtime/nvqir/custatevec/CuStateVecCircuitSimulator.h,.h,1693,2,0,{'#include\\s*<thrust/': 2}
JuliaGPU/AcceleratedKernels.jl,prototype/thrust_sort/buc.cu,.cu,3964,15,1,"{'thrust::': 6, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 6}"
JuliaGPU/AcceleratedKernels.jl,README.md,.md,21153,8,2,"{'thrust::': 4, 'thrust\\s*::\\s*\\w+': 4}"
JuliaGPU/AcceleratedKernels.jl,docs/src/api/foreachindex.md,.md,2502,2,1,"{'thrust::': 1, 'thrust\\s*::\\s*\\w+': 1}"
JuliaGPU/AcceleratedKernels.jl,docs/src/api/binarysearch.md,.md,937,2,0,"{'thrust::': 1, 'thrust\\s*::\\s*\\w+': 1}"
JuliaGPU/AcceleratedKernels.jl,src/accumulate/accumulate.jl,.jl,7307,2,0,"{'thrust::': 1, 'thrust\\s*::\\s*\\w+': 1}"
NVIDIA/spark-rapids-examples,examples/UDF-Examples/RAPIDS-accelerated-UDFs/src/main/cpp/src/cosine_similarity.cu,.cu,5911,15,5,"{'thrust::': 6, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 6}"
NVIDIA/spark-rapids-examples,examples/UDF-Examples/RAPIDS-accelerated-UDFs/src/main/cpp/src/string_word_count.cu,.cu,3122,8,3,"{'thrust::': 3, '#include\\s*<thrust/': 2, 'thrust\\s*::\\s*\\w+': 3}"
zpzim/SCAMP,src/core/kernels.cu,.cu,15433,11,1,"{'thrust::': 4, '#include\\s*<thrust/': 3, 'thrust\\s*::\\s*\\w+': 4}"
