Author,Content,Upvotes,Downvotes,Timestamp,Has_Image,Image_Count,Image_URLs,Page_Number,Post_ID
ohdipitbeebus,,6,1,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODU5MTQ2LmdpZg==/original/zyjg6d.gif,9,post-13217971
lavenda9797,Good. How to do with different colors?,0,0,97975 days ago,False,0,,9,post-13218239
LaOct,options,2,1,5 days ago,False,0,,9,post-13218253
ozhsbdfow,好难搞喔,1,1,5 days ago,False,0,,9,post-13217162
OopfGroza,,7,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODU3MjYwLmdpZg==/original/ZGDVJo.gif,9,post-13216886
ro-r,it's soooo cute,0,0,5 days ago,False,0,,9,post-13217682
alphelia,hahahahha,0,0,5 days ago,False,0,,9,post-13218540
Irisfeng,,13,2,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODU2MzExLmdpZg==/original/Jf4NZX.gif,9,post-13216247
DreamKitty,soooooooo cute,0,0,5 days ago,False,0,,9,post-13217620
JanniemaMeiLi,好可爱,0,0,5 days ago,False,0,,9,post-13219144
cute rabbit love me,小宝贝,0,0,5 days ago,False,0,,9,post-13217703
sungazing,cool,0,0,5 days ago,False,0,,9,post-13218957
OvO215,so cute~🥰,0,0,2155 days ago,False,0,,9,post-13219835
youdroppedyourshoelaces,,3,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODU2MTI3LmdpZg==/original/bnVVdj.gif,9,post-13216174
2022121290,怎样发布自己的作品？🤔,3,0,20221212905 days ago,False,0,,9,post-13216077
Sakanaaaaaaa,我也想知道😭,0,0,5 days ago,False,0,,9,post-13218220
2916949063,要加速器,0,0,29169490635 days ago,False,0,,9,post-13218442
JanniemaMeiLi,什么加速器能加速啊,0,0,5 days ago,False,0,,9,post-13219148
wuMinwoo,時間旁邊的+1 或是-1是啥,0,0,5 days ago,False,0,,9,post-13215924
qingbaisang,感觉像是点赞之类的吧,0,0,5 days ago,False,0,,9,post-13220081
emowithsidebang,hehe,2,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODU1MTYzLmdpZg==/original/UyvlaD.gif,9,post-13215695
Huahai_1015,,4,0,10155 days ago,True,1,https://img.itch.zone/aW1nLzIxODU0NTcyLmdpZg==/original/Ao%2BxxJ.gif,9,post-13215454
cute rabbit love me,我喜欢,0,0,5 days ago,False,0,,9,post-13217707
jialyy,我尽力了,6,1,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODU0NDMxLnBuZw==/original/gUSEpQ.png,9,post-13215403
annielalala,哇这里也有哥唉！你好哇！画的超级棒,1,2,5 days ago,False,0,,9,post-13218172
Chunc,"Oliver: Oops,我搞砸了 被誇獎了畫 好開心 :-D",9,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODU0MTM0LmdpZg==/original/3%2BdbNM.gif,9,post-13215367
DreamKitty,,1,1,5 days ago,False,0,,9,post-13217619
sungazing,好厉害哇塞哇塞,0,0,5 days ago,False,0,,9,post-13218963
youdroppedyourshoelaces,,1,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODU0MTUwLmdpZg==/original/UB0wGq.gif,9,post-13215304
Huahai_1015,画一半卡没了好崩溃,2,0,10155 days ago,True,1,https://img.itch.zone/aW1nLzIxODU0MTI3LnBuZw==/original/h94VlW.png,9,post-13215299
cute rabbit love me,好好看,0,0,5 days ago,False,0,,9,post-13217715
Irisfeng,,16,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODU0MDIxLmdpZg==/original/AaCDRP.gif,9,post-13215245
cute rabbit love me,小宝宝,2,0,5 days ago,False,0,,9,post-13217718
juiceme,好喜欢,0,0,5 days ago,False,0,,9,post-13218804
xiaomianb,老师这个下载之后在哪里打开呀？,0,0,5 days ago,False,0,,9,post-13220612
Irisfeng,,11,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzOTcxLmdpZg==/original/gdHJLi.gif,9,post-13215236
Chunc,cute art❤️,0,0,5 days ago,False,0,,9,post-13215382
DreamKitty,好厉害好好,0,0,5 days ago,False,0,,9,post-13217621
cute rabbit love me,,0,0,5 days ago,False,0,,9,post-13217720
youdroppedyourshoelaces,,2,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzOTI0LmdpZg==/original/Jn8nNc.gif,9,post-13215210
Lapiscat,为什么工具栏用不了只能在背景画…,1,0,5 days ago,False,0,,9,post-13215193
QICHUANG,哈？岸边露伴你说我的头发像什么？？？（手机放大为什么画不了😥）,0,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzNzUxLmdpZg==/original/IBs0Ty.gif,9,post-13215149
fish139,如此萌的仗助😀👍🏻,0,0,1395 days ago,False,0,,9,post-13219714
xuannnSan,,5,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzNTk1LmdpZg==/original/RDd0CI.gif,9,post-13215067
WDDFGDW666,四种颜色是怎么做到的？为什么我最多只有3种颜色🥹，换色卡也不行,2,1,6665 days ago,False,0,,9,post-13215119
WDDFGDW666,樱木：眼镜兄～,2,0,6665 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzNTM1LmdpZg==/original/DwRFvH.gif,9,post-13215039
WDDFGDW666,卢卡瓦：？,4,0,6665 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzNTI5LmdpZg==/original/eg5sOO.gif,9,post-13215033
WDDFGDW666,咪酱～～～,3,0,6665 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzNTIzLmdpZg==/original/FX45HX.gif,9,post-13215031
WDDFGDW666,樱木军团也不能少,5,0,6665 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzNTEwLmdpZg==/original/21CJAN.gif,9,post-13215025
WDDFGDW666,,4,0,6665 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzNDg2LmdpZg==/original/lQpN4a.gif,9,post-13215011
WDDFGDW666,我的标题怎么没了,0,0,6665 days ago,False,0,,9,post-13215017
WDDFGDW666,,3,0,6665 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzNDY5LmdpZg==/original/AUMDjP.gif,9,post-13215006
WDDFGDW666,,6,0,6665 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzNDQ3LmdpZg==/original/5uiuax.gif,9,post-13214995
Ailurooos,,2,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODUzMjkwLmdpZg==/original/xim56l.gif,9,post-13214946
Ailurooos,,2,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxNzYwMzMxLmdpZg==/original/p1wlNC.gif,9,post-13214929
HUSH_stone,怎麼圖片導入不進去。,0,0,5 days ago,False,0,,9,post-13214901
Ariia Lee,看得出来是谁吗TT,0,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODUyNzMyLmdpZg==/original/qOnXFZ.gif,9,post-13214868
Lhinyta,呆唯吗🥺,0,0,5 days ago,False,0,,9,post-13214984
Sour and sweet master,好多国人啊,1,0,5 days ago,False,0,,9,post-13214783
ttfyghghgjg,如何让它全屏显示？,0,0,5 days ago,False,0,,9,post-13214761
Millie Squilly,Decker -> Fullscreen,0,0,5 days ago,False,0,,9,post-13219872
DustBurial,好多人呀,0,0,5 days ago,False,0,,9,post-13214718
Andelu,平板为啥加载不出画面啊气死我了。,0,0,5 days ago,False,0,,9,post-13214711
SGOD,哇塞。？,5,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODUyNjI5LmdpZg==/original/iB%2BAPQ.gif,9,post-13214703
k0rp5kruv,,13,0,5 days ago,True,2,https://img.itch.zone/aW1nLzIxODUyNDc5LmdpZg==/original/DsAb9n.gif;https://img.itch.zone/aW1nLzIxODUyNDk3LmdpZg==/original/q2XdbA.gif,9,post-13214644
GXHCDAAY,我去 小圆？,0,0,5 days ago,False,0,,9,post-13216513
ro-r,,0,0,5 days ago,False,0,,9,post-13217693
Varied51,你沒錢時：,1,0,515 days ago,True,1,https://img.itch.zone/aW1nLzIxODUyMzU4LmdpZg==/original/OA%2BKj5.gif,10,post-13214601
fgdtyfyhf,为什么我下载不了--,0,1,6 days ago,False,0,,10,post-13214469
OopfGroza,,24,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODUyMDIyLmdpZg==/original/ADmH8w.gif,10,post-13214440
Helloyanqu,😱😱😱nb,0,2,6 days ago,False,0,,10,post-13214452
77889,,0,1,778895 days ago,False,0,,10,post-13214756
ro-r,omg…神迹,0,0,5 days ago,False,0,,10,post-13217698
saqiy,ohmygod我滴老天爷我爱你,0,0,5 days ago,False,0,,10,post-13219260
demi_chen0818,我上传不了😭,1,0,08186 days ago,False,0,,10,post-13214408
Helloyanqu,听说要挂梯子，我也上传不了,0,0,6 days ago,False,0,,10,post-13214453
Hedycsy,挂梯就能上传了,0,0,5 days ago,False,0,,10,post-13218913
Chunc,這裡挺多華人的（？,4,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODUxODE4LmdpZg==/original/A%2F%2F0Vy.gif,10,post-13214400
HUSH_stone,居然是奧利弗我們有救了“ψ(｀∇´)ψ“ψ(｀∇´),0,0,5 days ago,False,0,,10,post-13214634
Chunc,,0,0,5 days ago,False,0,,10,post-13215449
Ahhhhhhhwwwlei,输入：,0,0,6 days ago,False,0,,10,post-13214318
n3rdd,,7,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODUxMzQ4LmdpZg==/original/J202uZ.gif,10,post-13214179
cute rabbit love me,好可爱宝宝,1,0,6 days ago,False,0,,10,post-13214293
n3rdd,,7,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODUxMTc4LmdpZg==/original/m1dkIt.gif,10,post-13214100
MoNiCa777123,soooo cuteeeee,0,0,7771235 days ago,False,0,,10,post-13216365
allrigh,宝宝们看不懂这个到底怎么操作啊，I am so stupid,3,1,6 days ago,False,0,,10,post-13213930
sick1108,抖音有很多教程的,1,4,11086 days ago,False,0,,10,post-13214170
汝南碧螺春,,4,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODUwNTQyLmdpZg==/original/oCoaz8.gif,10,post-13213908
inoueyaku,开什么玩笑，昨天还画的好好的，今天就灰屏,0,2,6 days ago,False,0,,10,post-13213849
shinn,teto,7,1,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODUwMjkyLmdpZg==/original/FRFjGe.gif,10,post-13213785
kae☆,Omg so cute (　＾▽＾)¡☆,0,0,6 days ago,False,0,,10,post-13213891
shinn,ty ! <3,0,0,6 days ago,False,0,,10,post-13213933
sick1108,Is this teto？so cute！,0,0,11086 days ago,False,0,,10,post-13214114
shinn,yes! ty! ^^,0,0,3 days ago,False,0,,10,post-13232326
cute rabbit love me,,0,0,6 days ago,False,0,,10,post-13214295
Lovesong444,重音宝宝好萌,0,0,4445 days ago,False,0,,10,post-13219766
Sad Sponge,怎么发布作品啊,2,2,6 days ago,False,0,,10,post-13213782
汝南碧螺春,宝宝要挂梯子,1,0,6 days ago,False,0,,10,post-13213909
Sad Sponge,,0,0,5 days ago,False,0,,10,post-13219180
Tt1128,怎么改颜色(〃＞目＜)电脑端看不懂英文TT,2,1,11286 days ago,False,0,,10,post-13213599
winwinn,点oops左边的option 然后改色卡代码点apply就可以啦,1,1,6 days ago,False,0,,10,post-13213701
Tt1128,爱你(✿◡‿◡)❤,0,0,11285 days ago,False,0,,10,post-13218332
ggpp123,,5,0,1236 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ5OTg1LmdpZg==/original/ZqPHzX.gif,10,post-13213596
CINA_TianLi,LOL,0,0,6 days ago,False,0,,10,post-13213631
Junxi,,11,2,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ5Nzg4LmdpZg==/original/kfFOeC.gif,10,post-13213514
Lovesong444,不行了。尼桑好帅,0,0,4445 days ago,False,0,,10,post-13219727
Junxi,原来这里也有村里人吗，尼桑就是帅啊,0,0,5 days ago,False,0,,10,post-13220168
Lovesong444,必须的🌚💪,0,0,4444 days ago,False,0,,10,post-13225213
Eleanor09ax,,8,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ5NjM5LmdpZg==/original/JxBnXP.gif,10,post-13213459
zhong1116zhong,,0,0,6 days ago,False,0,,10,post-13214124
sick1108,The baby is so cute！,0,0,11086 days ago,False,0,,10,post-13214149
HUSH_stone,費裡西安諾我吃吃吃,0,0,5 days ago,False,0,,10,post-13214712
Chunc,,3,1,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ5NTUyLmdpZg==/original/fqNgAc.gif,10,post-13213431
HUSH_stone,可愛QAQ老師我愛上你了請務必繼續畫下去！！！,0,0,5 days ago,False,0,,10,post-13214665
fish139,米英好啊。。,0,0,1395 days ago,False,0,,10,post-13219717
YukiYuki01,好玩爱玩,13,0,016 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ5NTUxLmdpZg==/original/dxVHb3.gif,10,post-13213426
sick1108,双子可以可以,0,0,11086 days ago,False,0,,10,post-13214153
baiirii,双子太萌力,0,0,6 days ago,False,0,,10,post-13214411
ro-r,好可爱好可爱好可爱,0,0,5 days ago,False,0,,10,post-13217704
YukiYuki01,,4,0,016 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ5NDYzLmdpZg==/original/GQU%2FPw.gif,10,post-13213416
MUXIYINTAN,,7,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ5MjY5LmdpZg==/original/QqodKN.gif,10,post-13213268
ro-r,麻薯…是你吗？,0,0,5 days ago,False,0,,10,post-13217705
MaoMaog,为什么我打开全屏老是会带着屏幕退出,0,0,6 days ago,False,0,,10,post-13213175
KaoYu skk,我也是TvT,1,0,6 days ago,False,0,,10,post-13213384
汝南碧螺春,全屏的弊端，你双手把屏幕放大就好,1,0,6 days ago,False,0,,10,post-13213916
piguli,,2,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ4ODIzLmdpZg==/original/cZpBqO.gif,10,post-13213124
3829373026,cute,1,1,38293730266 days ago,False,0,,10,post-13213278
2287308225@qq.com,陪一根,1,1,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ4NjAxLmdpZg==/original/Dk7qKF.gif,10,post-13213042
sick1108,我不行了,0,0,11086 days ago,False,0,,10,post-13214160
zhouzijie123,,0,0,1235 days ago,False,0,,10,post-13215593
Chunc,🧁🧁🧁,10,1,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ4NTE4LmdpZg==/original/DRiDj1.gif,10,post-13213021
OopfGroza,怎么在评论区发图呀,1,0,6 days ago,False,0,,10,post-13212969
jg99233,好像要挂梯子来着,0,1,992336 days ago,False,0,,10,post-13213008
Junxi,我是注册了之后把画保存下来，然后发评论的时候选图片发,0,0,6 days ago,False,0,,10,post-13213926
n3rdd,,0,1,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ4MTYyLmdpZg==/original/ZjN1Jh.gif,10,post-13212851
vygvvb,,1,1,6 days ago,False,0,,10,post-13212839
brumal distress,,11,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ4MTAwLmdpZg==/original/t8C3p%2B.gif,10,post-13212820
3829373026,omori!,2,0,38293730266 days ago,False,0,,10,post-13213283
Guatie,,5,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ4MDQ5LmdpZg==/original/mVUS7N.gif,10,post-13212801
Wander133,Skirk？,0,0,1336 days ago,False,0,,10,post-13214484
twing4829,,4,1,48296 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ3OTc3LmdpZg==/original/BBfj36.gif,10,post-13212778
twing4829,,5,0,48296 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ3OTYwLmdpZg==/original/rHLshy.gif,10,post-13212775
saqiy,哈哈哈哈哈浓烈的情感,0,0,5 days ago,False,0,,10,post-13219263
wuwuwuq,,1,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ3OTA2LmdpZg==/original/Ve3Jh3.gif,10,post-13212768
twing4829,,3,0,48296 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ3OTIwLmdpZg==/original/0JX4zM.gif,10,post-13212754
497268919,为什么我的只能画直线,0,1,4972689196 days ago,False,0,,10,post-13212645
AFsll,我也是,0,0,6 days ago,False,0,,10,post-13212761
zgzgzg,完蛋没保存……,0,1,6 days ago,False,0,,10,post-13212451
2916949063,少羽牛逼666,0,0,29169490636 days ago,False,0,,10,post-13212410
adea.cln,,6,1,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ3MDA4LmdpZg==/original/x1uhmh.gif,10,post-13212359
ouo-ye,好可爱,0,0,6 days ago,False,0,,10,post-13212488
17778793539,萌萌的,0,0,177787935396 days ago,False,0,,10,post-13212640
SGOD,吃了吗,8,2,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ2NjU5LmdpZg==/original/qYdoU3.gif,10,post-13212227
Dabolo2298,没呢！,0,0,22986 days ago,False,0,,10,post-13212284
2916949063,我去好厉害！手绘的吗,0,0,29169490636 days ago,False,0,,10,post-13212382
SGOD,,0,0,5 days ago,False,0,,10,post-13219933
stjianji,好厉害,0,0,6 days ago,False,0,,10,post-13212952
ro-r,,0,0,5 days ago,False,0,,10,post-13217712
hurentong,,1,0,6 days ago,False,0,,10,post-13212199
wei979,work,4,0,9796 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ2NTUzLmdpZg==/original/RiDDvF.gif,11,post-13212175
Arrrrcha,,5,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxNzg1NTY4LmdpZg==/original/uxmRSL.gif,11,post-13212088
Arrrrcha,,4,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxNzg1NTg4LmdpZg==/original/g%2FYdaB.gif,11,post-13212085
apiple,,6,1,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ2MzE2LmdpZg==/original/kmqEiz.gif,11,post-13212082
Diuleiloumo,好萌啊！🥺🥺,0,0,6 days ago,False,0,,11,post-13212349
apiple,谢谢宝宝(〃'▽'〃),0,0,6 days ago,False,0,,11,post-13212379
Hedycsy,啊啊啊啊支持,0,0,6 days ago,False,0,,11,post-13214464
apiple,"啊啊啊谢谢(,,>᎑<,,)",0,0,5 days ago,False,0,,11,post-13217914
Arrrrcha,,4,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxNzg1NTU3LmdpZg==/original/881k7h.gif,11,post-13212081
Chunc,ˊ_>ˋ小亞瑟,7,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ2Mjc1LmdpZg==/original/bURdHV.gif,11,post-13212079
ouo-ye,好可爱的眉兔好可爱的我,0,0,6 days ago,False,0,,11,post-13212406
jaeton612,tonbin99,1,0,6126 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ2MjIzLmdpZg==/original/gevGe7.gif,11,post-13212017
2916949063,好可爱😋,0,0,29169490636 days ago,False,0,,11,post-13212420
jaeton612,豆兵这一块/.,0,0,6126 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ2MTY1LmdpZg==/original/M9wmes.gif,11,post-13212007
zgzgzg,,0,1,6 days ago,False,0,,11,post-13212453
aaim,为啥上传不了照片呀宝宝们,0,1,6 days ago,False,0,,11,post-13211859
jaeton612,要挂梯子宝宝,0,0,6126 days ago,False,0,,11,post-13212013
2916949063,梯子是啥,0,0,29169490636 days ago,False,0,,11,post-13212417
zgzgzg,加速器,0,0,6 days ago,False,0,,11,post-13212454
2916949063,噢噢谢谢,0,0,29169490635 days ago,False,0,,11,post-13218439
chloechow,What can I do if I close the page accidentally??,0,0,6 days ago,False,0,,11,post-13211802
Xinxinnnn,下载的时候一直数据处理中怎么搞,2,0,6 days ago,False,0,,11,post-13211799
321654.com,这咋下载啊?,0,3,6 days ago,False,0,,11,post-13211689
Helloyanqu,全是国人哈哈哈哈,0,3,6 days ago,False,0,,11,post-13211416
Helloyanqu,有没有人教教我怎么,1,3,6 days ago,False,0,,11,post-13211419
Helloyanqu,怎么发出来,1,5,6 days ago,False,0,,11,post-13211420
apiple,要挂梯子的宝宝,0,0,6 days ago,False,0,,11,post-13212656
Mmmmartina,,3,3,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ0MTQ5LmdpZg==/original/59QJN%2B.gif,11,post-13210954
cute rabbit love me,宝宝好可爱,0,0,6 days ago,False,0,,11,post-13212526
MilkBy11,"Excuse me, will there ever be a mobile version?",0,2,116 days ago,False,0,,11,post-13209890
DezQiu,切换了手机端打字不乱码了但依旧发送不了图片呃啊,0,0,6 days ago,False,0,,11,post-13209508
DezQiu,为什么上传不了图片，打字还会乱码T T,0,0,6 days ago,False,0,,11,post-13209472
lzyandxb,这个怎么画画,3,0,6 days ago,False,0,,11,post-13209207
manmanlang,希望能出exe版本... 咱的电脑断网玩不了,0,0,6 days ago,False,0,,11,post-13209018
ahmwma,Wigglypaint 是由一个名为 Decker 的程序制作的。您可以下载 Decker 的 exe 文件并在其中运行 Wigglypaint。或者，您也可以将 Wigglypaint 的离线版本保存为 html 文件。 [文件 > 另存为] 如果您在此处将“deck”更改为“html”，它将下载一个可离线播放的 html 文件。 （deck 文件可以用 Decker exe 打开） [此内容由机器翻译],1,1,6 days ago,True,2,https://img.itch.zone/aW1nLzIxODQxNzQ4LnBuZw==/original/c551dR.png;https://img.itch.zone/aW1nLzIxODQxNzczLnBuZw==/original/rVy9LA.png,11,post-13209547
Hiroomyiii,omg..,0,1,6 days ago,False,0,,11,post-13208890
Lithium-2515,,6,1,25156 days ago,True,1,https://img.itch.zone/aW1nLzIxODQwMjg4LmdpZg==/original/SK2VqQ.gif,11,post-13208850
ohmn,,2,0,6 days ago,False,0,,11,post-13211558
Lithium-2515,,3,1,25156 days ago,True,1,https://img.itch.zone/aW1nLzIxODQwMjY5LmdpZg==/original/q0O60X.gif,11,post-13208844
yunjuan,好可爱 ୧⍢⃝୨,0,0,6 days ago,False,0,,11,post-13211724
Lithium-2515,,3,1,25156 days ago,True,1,https://img.itch.zone/aW1nLzIxODQwMjYzLmdpZg==/original/QxxCmv.gif,11,post-13208840
Helloyanqu,hahahaha  haohaoxiao,0,0,6 days ago,False,0,,11,post-13211378
Lithium-2515,,1,1,25156 days ago,True,1,https://img.itch.zone/aW1nLzIxODQwMjU0LmdpZg==/original/eRcejM.gif,11,post-13208835
Lithium-2515,,9,2,25156 days ago,True,1,https://img.itch.zone/aW1nLzIxODQwMTg0LmdpZg==/original/CXq8xM.gif,11,post-13208813
yunjuan,。。。,0,1,6 days ago,False,0,,11,post-13211726
zgzgzg,痛痛痛痛痛撒呼啦,0,0,6 days ago,False,0,,11,post-13212455
0.4_shi,,4,1,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODM5NDExLmdpZg==/original/CJY3bz.gif,11,post-13208360
Helloyanqu,好厉害,0,0,6 days ago,False,0,,11,post-13211381
cute rabbit love me,啊啊啊啊我喜欢,0,0,6 days ago,False,0,,11,post-13212528
0.4_shi,,2,1,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODM5MDU2LmdpZg==/original/wWNMwO.gif,11,post-13208191
mili13,乱画玩了下,2,1,136 days ago,True,1,https://img.itch.zone/aW1nLzIxODM4ODA4LmdpZg==/original/nTVR0A.gif,11,post-13208061
Sinyu_fr,,1,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODM4ODE5LmdpZg==/original/PVOHDl.gif,11,post-13208059
zgzgzg,这眼泪画的真好,0,0,6 days ago,False,0,,11,post-13212459
Sinyu_fr,"i can say fr no,bu thanks",0,0,6 days ago,False,0,,11,post-13213824
0.4_shi,,4,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODM4ODE1LmdpZg==/original/I5cwtT.gif,11,post-13208058
dinoisluv,xiaokonglongmen~,7,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODM3NzM3LmdpZg==/original/Q%2BtjWl.gif,11,post-13207484
Helloyanqu,可爱捏,1,0,6 days ago,False,0,,11,post-13211389
yinggniu,怎么下载,1,6,6 days ago,False,0,,11,post-13207261
CYQcyq,你知道怎么保存吗？,0,0,6 days ago,False,0,,11,post-13209042
Helloyanqu,左下角那个按键，名字结尾是.gif，点save就行,0,1,6 days ago,False,0,,11,post-13211397
Sinyu_fr,,1,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODM3MzMzLmdpZg==/original/A2wkS3.gif,11,post-13207260
Renaissance ye,这个瞳孔的颜色是怎么搞的🥺,0,0,6 days ago,False,0,,11,post-13207309
IQ250,下面option里面有自定义调色盘，不过我不懂他这个色号是怎么调的,0,1,2506 days ago,False,0,,11,post-13207480
Sinyu_fr,在option那里你可以看到原本有三个颜色的地方有一些代码，你去画画软件里挑个颜色然后把颜色代码更换就行了,0,0,6 days ago,False,0,,11,post-13207928
Siomer,怎么换颜色啊？,1,3,6 days ago,False,0,,11,post-13207332
chenyuzheQ,这篇下面都是国人哈哈哈,1,0,6 days ago,False,0,,11,post-13207246
Helloyanqu,nihao,0,0,6 days ago,False,0,,11,post-13211399
2345678900,下载不了 (*꒦ິ⌓꒦ີ),1,2,23456789006 days ago,False,0,,11,post-13207162
ROBO_X_F34,,3,0,347 days ago,True,1,https://img.itch.zone/aW1nLzIxODM2NTI2LmdpZg==/original/qlvWvr.gif,11,post-13206871
cihi,haha,1,1,7 days ago,False,0,,11,post-13206668
Varied51,要怎麼換顏色？求解！,0,4,517 days ago,False,0,,11,post-13206641
Helloyanqu,现在xhs上面有老师发了教程可以看看,0,0,6 days ago,False,0,,11,post-13211406
Chunc,,2,1,7 days ago,True,1,https://img.itch.zone/aW1nLzIxODM1NjgyLmdpZg==/original/wqfyob.gif,11,post-13206613
NotMiXi,奥利弗！,0,1,6 days ago,False,0,,11,post-13207933
Anonymous,Deleted,0,0,6 days ago,False,0,,11,post-13211470
ian,,13,1,7 days ago,True,1,https://img.itch.zone/aW1nLzIxODM1NjE4LmdpZg==/original/hWJx2O.gif,12,post-13206480
pingguoluo2333,,1,1,23337 days ago,False,0,,12,post-13206666
ooooo55511llyy,好可爱,0,0,6 days ago,False,0,,12,post-13208148
ian,,9,0,7 days ago,True,1,https://img.itch.zone/aW1nLzIxODM1NjEzLmdpZg==/original/qYNpFz.gif,12,post-13206477
doupoa,可爱小祥,10,0,7 days ago,True,1,https://img.itch.zone/aW1nLzIxODM1NDA1LmdpZg==/original/zzRYwN.gif,12,post-13206417
shbbb,照片怎么发出去呀怎么选了没反应(｡ ́︿ ̀｡),1,0,7 days ago,False,0,,12,post-13206298
shawwwww,我也是🥲,0,2,7 days ago,False,0,,12,post-13206326
Renaissance ye,我也是😣,0,0,6 days ago,False,0,,12,post-13207331
cat_guan,我也是T^T,0,0,6 days ago,False,0,,12,post-13209363
Anonymous,Deleted,0,0,6 days ago,False,0,,12,post-13212260
Mitariya,这家伙在说什么呢？！,0,0,7 days ago,True,1,https://img.itch.zone/aW1nLzIxODM1MTQ4LmpwZWc=/original/v6S7TK.jpeg,12,post-13206272
Tiki Tiki,可爱嘛？自画像,0,0,7 days ago,False,0,,12,post-13206211
Tiki Tiki,,0,0,7 days ago,False,0,,12,post-13206213
Tan90_0,Sebastian Solace,1,0,07 days ago,True,1,https://img.itch.zone/aW1nLzIxODM0ODE3LmdpZg==/original/CXOqYQ.gif,12,post-13206106
MoYoo,LAPPY,3,0,7 days ago,True,1,https://img.itch.zone/aW1nLzIxODM0Mjg0LmdpZg==/original/5aOQOq.gif,12,post-13206058
qingbaisang,,1,0,7 days ago,False,0,,12,post-13205740
Xaohou,“谁来帮帮我，我画的图发不了了TvT,0,3,7 days ago,False,0,,12,post-13205516
yuyuyu777,小茂密,1,0,7777 days ago,True,1,https://img.itch.zone/aW1nLzIxODMzODM5LmdpZg==/original/NmaXwP.gif,12,post-13205512
each0177,好萌！,0,1,01777 days ago,False,0,,12,post-13205778
